combo_id,strategy_id,strategy_name,symbol,timeframe,strategy_type,param1_name,param1_value,param2_name,param2_value,total_return,total_return_pct,cagr,cagr_pct,sharpe,sharpe_ratio,sortino,sortino_ratio,max_drawdown,max_drawdown_pct,profit_factor,win_rate,win_rate_pct,trades,total_trades,expectancy,avg_trade,exposure,exposure_time_pct,volatility,ending_equity,selected_for_dashboard
rsi_mean_reversion__30__20,rsi_mean_reversion,RSI Mean Reversion,BTCUSDT,1m,Mean Reversion,rsi_length,30.0,oversold_threshold,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
rsi_mean_reversion__30__25,rsi_mean_reversion,RSI Mean Reversion,BTCUSDT,1m,Mean Reversion,rsi_length,30.0,oversold_threshold,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
rsi_mean_reversion__30__30,rsi_mean_reversion,RSI Mean Reversion,BTCUSDT,1m,Mean Reversion,rsi_length,30.0,oversold_threshold,30.0,0.0037892165589732407,0.3789216558973241,2.976691849620139,297.6691849620139,15.90519751633565,15.90519751633565,9.998727520469776,9.998727520469776,-0.003549880844983533,-0.3549880844983533,999999.0,1.0,100.0,3,3,1345.5488364871126,1345.5488364871126,0.09861111111111111,9.86111111111111,0.08703055111872218,1003789.2165589732,False
rsi_mean_reversion__30__35,rsi_mean_reversion,RSI Mean Reversion,BTCUSDT,1m,Mean Reversion,rsi_length,30.0,oversold_threshold,35.0,-0.001037871600021889,-0.1037871600021889,-0.31546797886560696,-31.546797886560697,-2.454380188627288,-2.454380188627288,-1.7718676354811524,-1.7718676354811524,-0.00500069649589463,-0.500069649589463,1.8712720643878407,0.7142857142857143,71.42857142857143,7,7,244.13868968599542,244.13868968599542,0.21388888888888888,21.38888888888889,0.14985150412562376,998962.1283999782,False
rsi_mean_reversion__30__40,rsi_mean_reversion,RSI Mean Reversion,BTCUSDT,1m,Mean Reversion,rsi_length,30.0,oversold_threshold,40.0,-0.00452842779854723,-0.452842779854723,-0.8092191607919762,-80.92191607919762,-7.8904588028659814,-7.8904588028659814,-8.38903781761754,-8.38903781761754,-0.008148541104384344,-0.8148541104384344,1.0149586963618793,0.631578947368421,63.1578947368421,19,19,7.665029701985125,7.665029701985125,0.45555555555555555,45.55555555555556,0.20723209509758125,995471.5722014528,False
vwap_mean_reversion__0p5__0,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,0.5,exit_threshold,0.0,0.0068194249541893015,0.6819424954189302,10.948926181893928,1094.8926181893928,10.58199356321278,10.58199356321278,14.062040666948501,14.062040666948501,-0.012568578423438725,-1.2568578423438725,6.3978483921732865,0.6666666666666666,66.66666666666666,3,3,2454.747972291312,2454.747972291312,0.6333333333333333,63.33333333333333,0.23707694615169406,1006819.4249541893,False
vwap_mean_reversion__0p5__0p2,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,0.5,exit_threshold,0.2,0.0011516360352465949,0.11516360352465949,0.5221218191060548,52.21218191060548,2.00207494657371,2.00207494657371,2.379652680648991,2.379652680648991,-0.01256857842343928,-1.256857842343928,1.5431830987343154,0.6666666666666666,66.66666666666666,3,3,565.4072128502108,565.4072128502108,0.5166666666666667,51.66666666666667,0.2221596376506091,1001151.6360352465,False
vwap_mean_reversion__0p5__0p4,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,0.5,exit_threshold,0.4,0.0024694613253906095,0.24694613253906095,1.4601991056934946,146.01991056934946,4.6323081366153955,4.6323081366153955,4.531261192056733,4.531261192056733,-0.009360593619155422,-0.9360593619155422,3.1386317466892706,0.7777777777777778,77.77777777777779,9,9,472.38798378464867,472.38798378464867,0.3055555555555556,30.555555555555557,0.19859656608504136,1002469.4613253906,False
vwap_mean_reversion__0p5__0p6,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,0.5,exit_threshold,0.6,-0.025005449200366403,-2.5005449200366403,-0.9999032170656273,-99.99032170656274,-50.059581364749754,-50.059581364749754,-48.32611610373171,-48.32611610373171,-0.026015681547996272,-2.601568154799627,0.20536312073707588,0.1206896551724138,12.068965517241379,58,58,-215.58619562942326,-215.58619562942326,0.2298611111111111,22.98611111111111,0.1842999143364867,974994.5507996336,False
vwap_mean_reversion__0p5__0p8,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,0.5,exit_threshold,0.8,-0.08958536442474929,-8.95853644247493,-0.9999999999999987,-99.99999999999987,-197.4845108780877,-197.4845108780877,-190.74021746025187,-190.74021746025187,-0.08970248762736277,-8.970248762736277,0.054149121335007884,0.029069767441860465,2.9069767441860463,172,172,-262.8768621959993,-262.8768621959993,0.15208333333333332,15.208333333333332,0.1733856308960785,910414.6355752507,False
vwap_mean_reversion__1__0,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,1.0,exit_threshold,0.0,0.007796138119115836,0.7796138119115836,16.022830641330625,1602.2830641330625,18.650237697949027,18.650237697949027,16.17576663598377,16.17576663598377,-0.0030280309526216076,-0.30280309526216076,999999.0,1.0,100.0,1,1,8353.437844266882,8353.437844266882,0.26666666666666666,26.666666666666668,0.15260969779060246,1007796.1381191158,True
vwap_mean_reversion__1__0p2,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,1.0,exit_threshold,0.2,0.006023813254828925,0.6023813254828925,7.953961482234801,795.39614822348,15.00487088197361,15.00487088197361,12.12734165913567,12.12734165913567,-0.0030280309526216076,-0.30280309526216076,999999.0,1.0,100.0,1,1,6581.112979979953,6581.112979979953,0.22083333333333333,22.083333333333332,0.1468107606382396,1006023.8132548289,False
vwap_mean_reversion__1__0p4,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,1.0,exit_threshold,0.4,0.004252807084639043,0.4252807084639043,3.7066817699440744,370.6681769944074,12.912627238443687,12.912627238443687,7.5425329514408075,7.5425329514408075,-0.002820298239949337,-0.2820298239949337,999999.0,1.0,100.0,1,1,4810.10680979013,4810.10680979013,0.10694444444444444,10.694444444444445,0.1205213654350428,1004252.8070846391,False
vwap_mean_reversion__1__0p6,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,1.0,exit_threshold,0.6,0.002579384277511698,0.2579384277511698,1.5606551199049084,156.06551199049085,11.017978224854808,11.017978224854808,3.9486271744581467,3.9486271744581467,-0.002820298239949337,-0.2820298239949337,999999.0,1.0,100.0,1,1,3136.684002662776,3136.684002662776,0.03888888888888889,3.888888888888889,0.08567210656878345,1002579.3842775117,False
vwap_mean_reversion__1__0p8,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,1.0,exit_threshold,0.8,0.0011525572662338668,0.11525572662338668,0.522633128399167,52.2633128399167,5.949410858048761,5.949410858048761,1.6723713810537615,1.6723713810537615,-0.002820298239949337,-0.2820298239949337,999999.0,1.0,100.0,1,1,1709.856991384877,1709.856991384877,0.022916666666666665,2.2916666666666665,0.07109414380848633,1001152.5572662338,False
vwap_mean_reversion__1p5__0,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,1.5,exit_threshold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
vwap_mean_reversion__1p5__0p2,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,1.5,exit_threshold,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
vwap_mean_reversion__1p5__0p4,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,1.5,exit_threshold,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
vwap_mean_reversion__1p5__0p6,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,1.5,exit_threshold,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
vwap_mean_reversion__1p5__0p8,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,1.5,exit_threshold,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
vwap_mean_reversion__2__0,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,2.0,exit_threshold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
vwap_mean_reversion__2__0p2,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,2.0,exit_threshold,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
vwap_mean_reversion__2__0p4,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,2.0,exit_threshold,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
vwap_mean_reversion__2__0p6,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,2.0,exit_threshold,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
vwap_mean_reversion__2__0p8,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,2.0,exit_threshold,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
vwap_mean_reversion__2p5__0,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,2.5,exit_threshold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
vwap_mean_reversion__2p5__0p2,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,2.5,exit_threshold,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
vwap_mean_reversion__2p5__0p4,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,2.5,exit_threshold,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
vwap_mean_reversion__2p5__0p6,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,2.5,exit_threshold,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
vwap_mean_reversion__2p5__0p8,vwap_mean_reversion,VWAP Mean Reversion,BTCUSDT,1m,Mean Reversion,vwap_deviation_pct,2.5,exit_threshold,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1000000.0,False
ema_crossover_trend__5__50,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,5.0,slow_ema,50.0,-0.06030702009169575,-6.030702009169575,-0.9999999998619986,-99.99999998619987,-75.77820029142174,-75.77820029142174,-106.1860702312589,-106.1860702312589,-0.06077872569289,-6.077872569289,0.19317329391601334,0.1282051282051282,12.82051282051282,78,78,-764.8743421027544,-764.8743421027544,0.9993055555555556,99.93055555555556,0.29901155712940686,939692.9799083043,False
ema_crossover_trend__5__75,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,5.0,slow_ema,75.0,-0.051439751212664864,-5.143975121266486,-0.9999999957469932,-99.99999957469932,-65.55620264168859,-65.55620264168859,-90.71155073559622,-90.71155073559622,-0.05162001944486738,-5.162001944486738,0.20627312146942567,0.16129032258064516,16.129032258064516,62,62,-819.2408033061938,-819.2408033061938,0.9993055555555556,99.93055555555556,0.2933703758464983,948560.2487873351,False
ema_crossover_trend__5__100,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,5.0,slow_ema,100.0,-0.04766434720257229,-4.766434720257228,-0.9999999818713341,-99.99999818713341,-61.0188548626549,-61.0188548626549,-85.88181211163663,-85.88181211163663,-0.04784533292784654,-4.784533292784654,0.21867188035775714,0.12,12.0,50,50,-940.3505158978281,-940.3505158978281,0.9993055555555556,99.93055555555556,0.29143447106825443,952335.6527974277,False
ema_crossover_trend__5__125,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,5.0,slow_ema,125.0,-0.04358701136333032,-4.358701136333032,-0.9999999137826063,-99.99999137826063,-55.86143149969925,-55.86143149969925,-78.29844134843728,-78.29844134843728,-0.04376877196202433,-4.376877196202433,0.2158503051170035,0.08695652173913043,8.695652173913043,46,46,-933.482390340205,-933.482390340205,0.9993055555555556,99.93055555555556,0.2904322661206782,956412.9886366697,False
ema_crossover_trend__5__150,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,5.0,slow_ema,150.0,-0.03852713827342902,-3.852713827342902,-0.9999994084164066,-99.99994084164065,-49.626054388698336,-49.626054388698336,-71.10820903597241,-71.10820903597241,-0.03870986047090219,-3.870986047090219,0.23250775417940583,0.19047619047619047,19.047619047619047,42,42,-901.9123063273368,-901.9123063273368,0.9993055555555556,99.93055555555556,0.28812998645419663,961472.861726571,False
ema_crossover_trend__10__50,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,10.0,slow_ema,50.0,-0.04304498216531227,-4.304498216531227,-0.9999998939754916,-99.99998939754916,-55.41692408224836,-55.41692408224836,-77.85848201026083,-77.85848201026083,-0.043226845773430944,-4.322684577343095,0.22621643008584216,0.16,16.0,50,50,-847.9632151526282,-847.9632151526282,0.9993055555555556,99.93055555555556,0.2890375949447034,956955.0178346877,False
ema_crossover_trend__10__75,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,10.0,slow_ema,75.0,-0.045697940826502026,-4.569794082650203,-0.9999999615107682,-99.99999615107681,-58.886515100211994,-58.886515100211994,-81.44846282343586,-81.44846282343586,-0.04587930025560971,-4.587930025560971,0.21157390966454517,0.14,14.000000000000002,50,50,-901.0223883764236,-901.0223883764236,0.9993055555555556,99.93055555555556,0.2892136322210595,954302.059173498,False
ema_crossover_trend__10__100,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,10.0,slow_ema,100.0,-0.04572320232143412,-4.5723202321434115,-0.9999999618808644,-99.99999618808644,-58.86454133950068,-58.86454133950068,-82.98912731604509,-82.98912731604509,-0.04601237636230493,-4.601237636230493,0.22265889967967087,0.1590909090909091,15.909090909090908,44,44,-1024.4632025853023,-1024.4632025853023,0.9993055555555556,99.93055555555556,0.2894844109973536,954276.7976785658,False
ema_crossover_trend__10__125,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,10.0,slow_ema,125.0,-0.04871588340083466,-4.871588340083466,-0.999999987887338,-99.9999987887338,-62.65504287181157,-62.65504287181157,-87.77900245002728,-87.77900245002728,-0.048896669287910144,-4.889666928791014,0.16557035415748728,0.15,15.0,40,40,-1201.726549828844,-1201.726549828844,0.9993055555555556,99.93055555555556,0.2902650182605481,951284.1165991654,False
ema_crossover_trend__10__150,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,10.0,slow_ema,150.0,-0.03981453202871965,-3.981453202871965,-0.9999996372378104,-99.99996372378104,-51.278510873075604,-51.278510873075604,-72.43859827739246,-72.43859827739246,-0.03999700956466834,-3.999700956466834,0.16799276761199167,0.13157894736842105,13.157894736842104,38,38,-1030.729226869442,-1030.729226869442,0.9993055555555556,99.93055555555556,0.28838051930354514,960185.4679712803,False
ema_crossover_trend__15__50,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,15.0,slow_ema,50.0,-0.03959267484621487,-3.959267484621487,-0.9999996053207503,-99.99996053207502,-51.008081498522245,-51.008081498522245,-70.83528711435484,-70.83528711435484,-0.03977519454480127,-3.9775194544801273,0.18353226652126498,0.21428571428571427,21.428571428571427,42,42,-927.2822247269991,-927.2822247269991,0.9993055555555556,99.93055555555556,0.2882569685698269,960407.3251537852,False
ema_crossover_trend__15__75,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,15.0,slow_ema,75.0,-0.044816374398846226,-4.481637439884622,-0.9999999460853064,-99.99999460853064,-57.895809523100944,-57.895809523100944,-79.90230878285405,-79.90230878285405,-0.044997901364409065,-4.4997901364409065,0.21793804847074957,0.175,17.5,40,40,-1104.2388247791328,-1104.2388247791328,0.9993055555555556,99.93055555555556,0.28834590817369765,955183.6256011538,False
ema_crossover_trend__15__100,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,15.0,slow_ema,100.0,-0.041743723022372725,-4.1743723022372725,-0.9999998258952771,-99.99998258952772,-53.998526743327126,-53.998526743327126,-75.0820017640987,-75.0820017640987,-0.04192583392705007,-4.192583392705007,0.19842572409905584,0.1388888888888889,13.88888888888889,36,36,-1141.5806004081064,-1141.5806004081064,0.9993055555555556,99.93055555555556,0.28745338624948646,958256.2769776273,False
ema_crossover_trend__15__125,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,15.0,slow_ema,125.0,-0.040039705808821546,-4.003970580882155,-0.999999667000481,-99.9999667000481,-51.38396324641767,-51.38396324641767,-73.1669863093401,-73.1669863093401,-0.04022214055183304,-4.022214055183304,0.20058534132343184,0.16666666666666666,16.666666666666664,36,36,-1094.246788920576,-1094.246788920576,0.9993055555555556,99.93055555555556,0.2894486596747431,959960.2941911784,False
ema_crossover_trend__15__150,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,15.0,slow_ema,150.0,-0.033606875830860417,-3.3606875830860417,-0.9999961880391869,-99.9996188039187,-42.62934177226671,-42.62934177226671,-59.70363807935239,-59.70363807935239,-0.0337905330949394,-3.37905330949394,0.2788506210132676,0.11764705882352941,11.76470588235294,34,34,-969.4133653876352,-969.4133653876352,0.9993055555555556,99.93055555555556,0.2916928051683209,966393.1241691395,False
ema_crossover_trend__20__50,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,20.0,slow_ema,50.0,-0.0431968237278586,-4.31968237278586,-0.999999899941946,-99.9999899941946,-55.468414506598805,-55.468414506598805,-76.41327826525308,-76.41327826525308,-0.043378658479391485,-4.337865847939149,0.19932388080302998,0.2222222222222222,22.22222222222222,36,36,-1181.944508893826,-1181.944508893826,0.9993055555555556,99.93055555555556,0.289809410052348,956803.1762721414,False
ema_crossover_trend__20__75,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,20.0,slow_ema,75.0,-0.04092194076177291,-4.092194076177291,-0.9999997619359269,-99.99997619359269,-53.20691718140574,-53.20691718140574,-75.09905502961001,-75.09905502961001,-0.041104207841280105,-4.11042078412801,0.20396430115369998,0.14705882352941177,14.705882352941178,34,34,-1184.562333943884,-1184.562333943884,0.9993055555555556,99.93055555555556,0.2858583840938325,959078.0592382271,False
ema_crossover_trend__20__100,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,20.0,slow_ema,100.0,-0.04137197549702565,-4.137197549702565,-0.9999997994169815,-99.99997994169814,-53.263412311149516,-53.263412311149516,-75.19403776104696,-75.19403776104696,-0.041554157050108675,-4.155415705010867,0.1798195395940965,0.17647058823529413,17.647058823529413,34,34,-1197.7986496866113,-1197.7986496866113,0.9993055555555556,99.93055555555556,0.28875576897174077,958628.0245029744,False
ema_crossover_trend__20__125,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,20.0,slow_ema,125.0,-0.02649067790861237,-2.649067790861237,-0.9999445193142876,-99.99445193142876,-33.99978715394687,-33.99978715394687,-48.768504919280915,-48.768504919280915,-0.02649067790861237,-2.649067790861237,0.2814836003014044,0.13333333333333333,13.333333333333334,30,30,-861.461883364385,-861.461883364385,0.9993055555555556,99.93055555555556,0.2870075192302229,973509.3220913876,False
ema_crossover_trend__20__150,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,20.0,slow_ema,150.0,-0.026576979145116586,-2.6576979145116586,-0.9999462858532351,-99.99462858532351,-33.82852421425751,-33.82852421425751,-47.642718408785576,-47.642718408785576,-0.026576979145116586,-2.6576979145116586,0.3543505526045073,0.125,12.5,32,32,-810.3174292948679,-810.3174292948679,0.9993055555555556,99.93055555555556,0.2893966971497386,973423.0208548834,False
ema_crossover_trend__25__50,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,25.0,slow_ema,50.0,-0.036420706057792684,-3.6420706057792684,-0.9999986850097359,-99.99986850097359,-47.12528066012513,-47.12528066012513,-66.15672589050916,-66.15672589050916,-0.036603828570176855,-3.6603828570176855,0.2338340194258066,0.20588235294117646,20.588235294117645,34,34,-1052.1730779444642,-1052.1730779444642,0.9993055555555556,99.93055555555556,0.2864803601691862,963579.2939422074,False
ema_crossover_trend__25__75,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,25.0,slow_ema,75.0,-0.04571277727937306,-4.571277727937306,-0.9999999617285633,-99.99999617285633,-59.05560733594447,-59.05560733594447,-82.63912331854597,-82.63912331854597,-0.04589413388890107,-4.589413388890106,0.16578705564334847,0.1388888888888889,13.88888888888889,36,36,-1251.8321075470044,-1251.8321075470044,0.9993055555555556,99.93055555555556,0.288485193860659,954287.222720627,False
ema_crossover_trend__25__100,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,25.0,slow_ema,100.0,-0.02887858508358121,-2.887858508358121,-0.9999773619570549,-99.99773619570549,-36.929460607822676,-36.929460607822676,-51.825741917600034,-51.825741917600034,-0.02887858508358121,-2.887858508358121,0.23579736817495367,0.15384615384615385,15.384615384615385,26,26,-1085.8370644577035,-1085.8370644577035,0.9993055555555556,99.93055555555556,0.2885000173373605,971121.4149164188,False
ema_crossover_trend__25__125,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,25.0,slow_ema,125.0,-0.012059741141861369,-1.2059741141861369,-0.9880683790328089,-98.8068379032809,-15.346400790822662,-15.346400790822662,-21.756669086087122,-21.756669086087122,-0.014426038928764262,-1.4426038928764262,0.5539272816503144,0.15,15.0,20,20,-570.6459867090277,-570.6459867090277,0.9993055555555556,99.93055555555556,0.2859087062773819,987940.2588581386,True
ema_crossover_trend__25__150,ema_crossover_trend,EMA Crossover Trend Following,BTCUSDT,1m,Trend Following,fast_ema,25.0,slow_ema,150.0,-0.01589412665066081,-1.5894126650660811,-0.9971142036631201,-99.71142036631201,-20.212218405187677,-20.212218405187677,-28.40898150459409,-28.40898150459409,-0.01589412665066081,-1.5894126650660811,0.4427354590912517,0.13636363636363635,13.636363636363635,22,22,-693.0593292263591,-693.0593292263591,0.9993055555555556,99.93055555555556,0.2872842660950293,984105.8733493392,False
